1,305,0,0
2,303,1,0
3,425,1,0
4,275,1,0
5,197,0,0
6,615,0,0
7,281,1,1
8,466,1,0
9,692,1,0
10,656,0,0
11,294,1,0
12,674,0,0
13,1455,1,0
14,1454,1,0
15,1063,1,0
16,1066,1,0
17,512,0,0
18,433,1,0
19,294,1,0
20,528,1,0
21,758,1,0
22,497,0,0
23,598,0,0
24,957,0,0
25,163,0,0
26,661,0,0
27,616,0,1
28,521,0,0
29,331,0,1
30,275,1,0
31,266,1,0
32,762,0,0
33,365,0,0
34,781,0,1
35,753,0,0
36,442,0,0
37,1251,0,0
38,462,0,0
39,230,0,0
40,281,0,0
41,564,0,0
42,510,1,0
43,316,1,0
44,1060,1,1
45,402,1,0
46,990,1,0
47,392,0,0
48,536,1,0
49,509,1,0
50,636,1,0
51,973,1,0
52,234,0,0
53,675,1,0
54,416,1,0
55,488,1,0
56,487,1,0
57,546,1,0
58,596,1,0
59,326,1,0
60,312,1,0
61,369,0,0
62,1507,0,1
63,2398,1,0
64,183,1,0
65,1718,1,0
66,280,1,0
67,302,0,0
68,302,1,0
69,1326,1,0
70,549,1,0
71,460,1,0
72,302,1,0
73,288,1,0
74,288,0,0
75,269,0,0
76,308,0,0
77,2241,0,0
78,515,1,1
79,526,0,0
80,320,1,0
81,400,0,0
82,301,1,0
83,302,1,0
84,263,1,0
85,297,1,0
86,300,0,0
87,953,0,0
88,308,1,0
89,1019,1,0
90,787,1,0
91,307,0,0
92,371,0,0
93,512,1,0
94,303,1,0
95,285,0,0
96,302,1,0
97,666,0,0
98,490,0,0
99,551,1,1
